code,code_name,ipoDate,industry,website,total_share,market_cap,price,pe,pb,roe,eps,bps,cash,short_term_borrowing,gross_profit_margin,net_profit,operating_expense,research_and_development,operating_cash_flow,investment_cash_flow,financing_cash_flow
sz.000543,皖能电力,1993-12-20,D44电力、热力生产和供应业,https://www.wenergy.cn,2266863331,19563030528,8.63,8.2190485,1.1388229,15.05%,1.05,7.578,2477493615.33,2891734631.52,12%,2993585530.5,484043477.14,182166327.43,3757230590.57,-5538877641.12,2267571798.17
sz.000544,中原环保,1993-12-08,D46水的生产和供应业,https://www.cpepgc.com,974684488,8772160512,9,8.823529,0.792393,9.62%,1.02,11.358,1509125133.34,537656949.53,44%,1071370280.27,406982814.49,114628890.18,-609384087.8,-870525328.51,1374444331.46
sz.000545,金浦钛业,1993-12-15,C26化学原料和化学制品制造业,https://www.nthcl.com,986833096,4026278912,4.08,,4.415584,-31.36%,-0.43,0.924,169291210.85,442284207.95,3%,-253779280.65,170095720.3,75728251.01,21653957.02,-125106725.59,-25619482.76
sz.000546,金圆股份,1993-12-15,C42废弃资源综合利用业,https://www.jysn.com/gfindex.html,777648262,4696995328,6.04,,1.1573099,-4.95%,-0.23,5.219,125905620.71,31097076.67,-0%,-22756838.87,74207712.66,,-517183462.9,1044324751.63,-538875023.26
sz.000547,航天发展,1993-11-30,C39计算机、通信和其他电子设备制造业,https://www.casic-addsino.com,1598468269,49152897024,30.75,,10.455627,-27.20%,-1.01,2.941,1607655785.65,680508374.75,-12%,-1840348256.39,994965816.28,470764831.47,116550208.44,391825678.4,-334473000.22
sz.000548,湖南投资,1993-12-20,G54道路运输业,https://www.hntz.com.cn,499215811,2880475136,5.77,64.11111,1.3930467,2.24%,0.09,4.142,802053272.47,,41%,81423202.24,112831598.31,,108246797.98,-10999695.25,-65795971.15
sz.000550,江铃汽车,1993-12-01,C36汽车制造业,https://www.jmc.com.cn,519214000,15391106048,17.83,13.715385,1.3658649,7.35%,1.3,13.054,12546295890,1500000000,14%,1205176809,4270165622,1314579423,2633384217,-1359344701,-545382122
sz.000551,创元科技,1994-01-06,C35专用设备制造业,https://www.000551.cn,484733046,6660232192,13.74,25.92453,2.3640745,10.09%,0.53,5.812,1245544279.15,311067922.22,24%,380066184.47,558459518.91,215491009.72,464282866.2,-55655770.99,-316029746.78
sz.000552,甘肃能化,1994-01-06,B06煤炭开采和洗选业,https://www.gsnhgf.cn,5351810636,15145623552,2.83,,0.90879893,-0.56%,-0.02,3.114,4804614247.46,76106912.32,33%,1215461195.34,1473428850,360993691.62,2111288399.98,-6522567413.52,1018961093.4
sz.000553,安道麦A,1993-12-03,C26化学原料和化学制品制造业,https://www.adama.com,2177071961,15633036288,6.71,,0.8471153,-7.78%,-0.64,7.921,3630608000,4748720000,23%,-2903204000,6102867000,555334000,3760631000,-1154067000,-3959189000
sz.000554,泰山石油,1993-12-15,F51批发业,,480793318,4548304896,9.46,28.666666,3.9269407,14.78%,0.33,2.409,348762531.15,,16%,100169047.91,371046611.89,,381997790.59,-82020171.16,-58002759.22
sz.000555,神州信息,1994-04-08,I65软件和信息技术服务业,https://www.dcits.com,975774437,17690789888,18.13,,3.1437488,-9.03%,-0.53,5.767,2049377961.97,380245134.25,15%,-536465761.64,1345864641.88,614401755.75,91382059.49,-196385646.92,174720598.18
sz.000557,西部创业,1994-06-17,G53铁路运输业,https://www.xbcy.nx.cn,1458374735,7496046080,5.14,22.347826,1.1772789,5.36%,0.23,4.366,2216801431.69,,27%,263007747.05,77186425.07,692935.57,572737067.7,-469992545.09,-5266900
sz.000558,天府文旅,1994-05-09,N78公共设施管理业,https://www.lander.com.cn,1289223949,6110921216,4.74,,5.830258,-2.29%,-0.03,0.813,279212316.25,60077458.38,19%,-21856577.55,70796832.13,,-160696627.47,-50024101.49,292738830.72
sz.000559,万向钱潮,1994-01-10,C36汽车制造业,https://www.wxqc.com.cn,3315358444,54305570816,16.38,52.838707,5.777777,10.73%,0.31,2.835,6118697372.66,3764690944.23,18%,957419861.48,1040170809.64,519908441.44,1313138497.45,-244117992.44,-148278670.13
sz.000560,我爱我家,1994-02-02,K70房地产业,https://000560.5i5j.com,2355500851,7961592832,3.38,67.6,0.8456343,1.18%,0.05,3.997,3237829500.64,1177020749.15,10%,70033165.08,1716077495.48,95059225.81,4485544570.97,8822199490.7,-13682324675.41
sz.000561,烽火电子,1994-05-09,C39计算机、通信和其他电子设备制造业,https://www.fenghuo.cn,864018238,8873467904,10.27,,2.812928,-8.27%,-0.32,3.651,364755794.57,485478027.04,30%,-161729821.46,441623516.43,243288080.44,-470146943.58,-65259661.04,274113324.71
sz.000563,陕国投A,1994-01-10,J69其他金融业,https://www.siti.com.cn,5113970358,18256873472,3.57,12.75,0.9638229,7.78%,0.28,3.704,2477404805.96,,,1432568054.95,907567439.43,,-879487928.37,-2579897841.01,2990688821.62
sz.000564,供销大集,1994-01-10,F52零售业,https://www.gongxiaodaji.com,18058063354,40088903680,2.22,,2.5458717,-9.12%,-0.07,0.872,1176220347.05,62065358.33,26%,-1383610135.84,665253080.35,,-522947713.11,-1840332464.79,3241284863.24
sz.000565,渝三峡A,1994-04-08,C26化学原料和化学制品制造业,https://www.sanxia.com,433592220,3577135872,8.25,412.5,2.8695652,0.41%,0.02,2.875,270353509.16,40036666.67,23%,4366872.82,122681278.84,14404419.44,-16118904.06,-10612020.93,-15151150.65
sz.000566,海南海药,1994-05-25,C27医药制造业,https://www.haiyao.com.cn,1297365126,7213349888,5.56,,25.860464,-139.83%,-1.13,0.215,329624399.72,1662430227.35,35%,-1595200649.41,549839110.11,58621438.42,-17552031.29,-180967085.8,154811435.57
sz.000567,海德股份,1994-05-25,J69其他金融业,https://www.000567.com,1954592155,10789348352,5.52,,2.0007248,-0.41%,-0.01,2.759,127683663.49,874548271.84,98%,311063894.64,184342052.34,6767960.53,573627467.11,38957179.99,-714971959.73
sz.000568,泸州老窖,1994-05-09,C15酒、饮料和精制茶制造业,https://www.lzlj.com,1471941963,160441679872,109,12.674418,3.229534,26.59%,8.6,33.751,33578396831.33,,88%,13497778570.89,9610140921.1,260975311.1,19181768363.65,-1382505932.55,-10328853037.68
sz.000570,苏常柴A,1994-07-01,C34通用设备制造业,https://www.changchai.com.cn,555692507,4248268800,6.02,301,1.2361397,0.64%,0.02,4.87,1063700492.59,94471787.41,12%,24617564.88,252045436.65,83401477.6,-154292968.7,8037734.16,61243749.98
sz.000571,新大洲A,1994-05-25,B06煤炭开采和洗选业,https://www.sundiro.com,839129000,5848729088,6.97,,41.242603,-15.78%,-0.16,0.169,545007951.96,80128888.89,36%,-115428837.33,312078882.58,13453787.4,127165640.64,-37866940.25,-94595909.12
sz.000572,海马汽车,1994-08-08,C36汽车制造业,https://www.haima.com,1644636426,10081620992,6.13,,5.9980435,-16.93%,-0.16,1.022,364543676.48,238230623.29,12%,-276470868.87,457181429.59,168776790.47,-753008336.86,569567979.04,-147205570.57
sz.000573,粤宏远A,1994-08-15,C42废弃资源综合利用业,https://www.winnerway.com.cn,638280604,2789286144,4.37,43.699997,1.6957703,4.09%,0.1,2.577,420185229.19,160186250,9%,-47125120.01,84501942.75,,-14788756.2,271483797.74,-93954860.8
sz.000576,甘化科工,1994-09-07,C39计算机、通信和其他电子设备制造业,https://www.gdganhua.com,436418214,4333633024,9.93,55.166668,2.5981162,4.72%,0.18,3.822,131255863.36,10000000,53%,17155299.05,169619480.46,95082549.45,-55830185.38,-80808302.37,-30885202.83
sz.000581,威孚高科,1998-09-24,C36汽车制造业,https://www.weifu.com.cn,794405693,22477766656,23.25,14.622642,1.1203738,7.50%,1.59,20.752,2246600451.52,393120147.95,18%,1717171190.56,1454332462.83,690258974.54,1582332648.74,149004591.13,-2003202975.28
sz.000582,北部湾港,1995-11-02,G55水上运输业,https://www.bbwport.cn,2517084480,28317200384,11.25,24.456522,1.4071295,6.02%,0.46,7.995,3295594423.05,1452041215.88,32%,1346041224.15,543928605.42,30599331.92,2090679914.26,-1614440457.71,686377018.2
sz.000586,汇源通信,1995-12-20,C38电气机械和器材制造业,https://www.schy.com.cn,193440000,3009926400,15.56,389.00003,8.886351,2.48%,0.04,1.751,78245253.5,38145698.88,30%,-8578483.35,129795352.1,23716267.23,-5427765.28,1292242.8,-297313.62
sz.000589,贵州轮胎,1996-03-08,C29橡胶和塑料制品业,https://www.gztyre.com,1554624504,7710937600,4.96,15.5,0.8621589,5.74%,0.32,5.753,2738774303.89,1933939360.68,18%,620745586.01,1182744044.19,388556311.81,731841210.15,-1292719560.45,159691588.6
sz.000590,古汉医药,1996-01-19,C27医药制造业,https://guhan.com,239471267,2868865536,11.98,,4.9178977,-17.74%,-0.47,2.436,177291724.42,754536.3,47%,-127230053.08,180257796.27,13165981.32,17387972.87,-31552057.06,-3310913.73
sz.000591,太阳能,1996-02-08,D44电力、热力生产和供应业,https://www.cecsec.cn,3924442493,23546654720,6.01,22.222221,0.9658725,4.41%,0.27,6.212,1921454492.97,1100528611.12,46%,1227456062.82,500687006.61,136650588.69,1889826590.65,-2112490967.39,-195818098.99
sz.000592,平潭发展,1996-03-27,C20木材加工和木、竹、藤、棕、草制品业,https://www.000592.com,1931780892,21230270464,10.99,,10.848963,-7.61%,-0.06,1.013,429327527.4,39675930.57,11%,-127079037.52,85759901.64,3219405.97,-102727476.2,127931937.86,59020594.86
sz.000593,德龙汇能,1996-03-12,D45燃气生产和供应业,https://www.dlceg.com,358631009,5142768640,14.34,inf,5.8292685,0.18%,0,2.46,141579324.33,154537530,13%,20516399.42,111555200.6,293959.91,135062829.11,-63726434.87,-170007077.49
sz.000595,*ST宝实,1996-04-19,C34通用设备制造业,https://www.nxz.com.cn,1138656366,7344333312,6.45,,14.42953,-1.99%,-0.02,0.447,52067276.09,300000000,1%,-166369650.7,80668769.98,7679765.93,-35254263.99,-37295594.5,35487416.83
sz.000596,古井贡酒,1996-09-27,C15酒、饮料和精制茶制造业,https://www.gujing.com,408600000,60529987584,114.51,12.794414,2.3773046,19.02%,8.95,48.168,15894104466.53,50038194.44,80%,5706611578.81,11378790922.9,78242212.58,4727652873.85,-1733042086.9,-2477643510.12
sz.000597,东北制药,1996-05-23,C27医药制造业,https://www.nepharm.com.cn,1427088265,7592109568,5.32,19.703703,1.4156467,6.65%,0.27,3.758,4468332416.81,1542200000,39%,423282321.89,2242876896.56,117763982.51,758761121.21,-283966513.77,-1153437885.45
sz.000598,兴蓉环境,1996-05-29,D46水的生产和供应业,https://www.cdxrec.com,2984008721,21484861440,7.2,9.999999,1.1019284,9.91%,0.72,6.534,4300334098.64,40023022.22,41%,2054837409.34,819362017.71,53211087.38,3680795791.89,-4585517523.18,1286108594.47
sz.000599,青岛双星,1996-04-30,C29橡胶和塑料制品业,https://www.doublestar.com.cn,816758987,5398776832,6.61,,4.1030416,-25.88%,-0.54,1.611,877268677.52,3300403522.24,9%,-384694804.17,592988800.39,191891048.76,12398517.79,-179423018.38,-483240172.66
sz.000600,建投能源,1996-06-06,D44电力、热力生产和供应业,https://www.jei.com.cn,1803234376,17347115008,9.62,10.571428,1.4673581,14.50%,0.91,6.556,1968260246.82,4409487358.29,15%,695929580.11,2343304102.52,1152163639.56,3771005276.26,-3859743700.83,480337655.77
sz.000601,韶能股份,1996-08-30,D44电力、热力生产和供应业,https://www.shaoneng.com.cn,1064343324,6716005888,6.31,126.2,1.5810574,1.37%,0.05,3.991,456342103.41,1279354257.78,17%,89177356.17,266984237.5,52489827.86,1387792109.37,-570239899.46,-693603190.81
sz.000603,盛达资源,1996-08-23,B09有色金属矿采选业,https://www.sdkygf.com,689969346,28778620928,41.71,55.61333,8.678735,15.60%,0.75,4.806,965035275.94,930894936.83,48%,474414668.69,447659354.37,13912241.38,730570099.98,304155297.58,-507009996.36
sz.000605,渤海股份,1996-09-13,D46水的生产和供应业,https://www.bohai-water.com,352658600,2570881024,7.29,145.8,1.2067538,1.15%,0.05,6.041,462072879.24,1450056526.87,27%,32313980.59,264662942.14,50979618.37,254745561.51,-245399003.71,33903632.17
sz.000607,华媒控股,1996-08-30,L72商务服务业,https://www.000607.cn,1017698410,4304864256,4.23,,2.777413,-5.12%,-0.08,1.523,706080330.49,56244982.34,22%,-7996704.37,291649917.02,12650233.94,110498573,1164094.28,-241810250.87
sz.000608,*ST阳光,1996-09-19,K70房地产业,https://www.yangguangxinye.com,749913309,2782178304,3.71,,1.3393502,-8.07%,-0.29,2.77,58125417.4,,30%,-216004030.59,102770865.43,,164844344.85,-5443048.86,-165978419.15
sz.000609,ST中迪,1996-10-10,S91综合,https://www.zdinvest.com,299265522,2965721344,9.91,,-353.92856,-213.58%,-0.98,-0.028,43947082.84,,0%,-249728791.38,40725602.73,,41694562.67,5982340.6,-31623755.24
sz.000610,西安旅游,1996-09-26,L72商务服务业,https://www.xatourism.com,236747901,2234900224,9.44,,14.303029,-101.23%,-1.07,0.66,165673456.5,610733907.82,2%,-264417810.27,115685366.92,,-8953145.06,-50358159.26,46627638.68
sz.000612,焦作万方,1996-09-26,C32有色金属冶炼和压延加工业,https://www.jzwfal.com,1192199394,15915863040,13.35,16.481482,2.275439,14.68%,0.81,5.867,1699968273.68,332753993.05,11%,588697754.52,157004663.97,4051882.49,955926832.14,7287903,-661249132.61
sz.000615,*ST美谷,1996-10-16,Q84卫生,,1787492693,5827226112,3.26,,-10.794703,-298.79%,-0.29,-0.302,106838016.24,24587303.64,23%,-390696811.86,281465867.89,11774705.58,142196482.15,552299.12,-175598285.59
sz.000617,中油资本,1996-10-22,J66货币金融服务,https://www.cnpccapital.cn,12642079079,123513118720,9.77,27.914288,1.1778181,4.86%,0.35,8.295,37691599665.57,108346696006.76,95%,9900036145.33,4141674907,,5926524850.9,16894964476.02,-8355983861.65
sz.000619,海螺新材,1996-10-23,C29橡胶和塑料制品业,https://pvc.conch.cn,441168831,2797010432,6.34,,1.096696,-4.15%,-0.27,5.781,705165097.18,1006505844.51,8%,-111742481.97,467242918.78,42712820.69,107865300.58,-77038644.47,63785956.18
sz.000620,盈新发展,1996-10-29,K70房地产业,https://www.xhlwl.com.cn,5871815040,19435708416,3.31,,4.343832,-22.00%,-0.19,0.762,803172874.93,1061254.31,25%,-669414371.36,287258281.24,0,-236280482.49,85310066.99,290191563.9
sz.000623,吉林敖东,1996-10-28,C27医药制造业,https://www.jlaod.com,1195895387,22136025088,18.51,8.490826,0.7099026,8.51%,2.18,26.074,1107003746.65,1254936175.2,40%,1519190955.96,1120311335.26,82199369.4,59483507.83,436444363.99,-1109963108.97
sz.000625,长安汽车,1997-06-10,C36汽车制造业,https://www.changan.com.cn,8271309335,106663067648,10.76,15.594203,1.3830334,7.22%,0.69,7.78,64182095662.74,40036055.69,15%,6104174527.85,20669792831.84,6505446679.24,4849398813.14,-4313297612.22,-1391397942.45
sz.000626,远大控股,1996-11-28,F51批发业,https://www.grand-holding.cn,506626864,4478581760,8.84,,1.8848615,-5.85%,-0.38,4.69,2411406287.69,256429564.66,1%,-262262808.08,583459072.47,23055740.66,1639157701.17,-851814501.41,-667315546.1
sz.000628,高新发展,1996-11-18,E47房屋建筑业,https://www.cdgxfz.com,352280000,19037210624,54.04,540.4,8.683914,5.26%,0.1,6.223,1339441550.49,598754437.88,9%,30921789.45,314418076.57,49533146.28,-660348201.2,6301852.15,364724593.77
sz.000629,钒钛股份,1996-11-15,C32有色金属冶炼和压延加工业,https://www.pgvt.cn,9290947845,34748145664,3.74,,2.829047,-0.65%,-0.01,1.322,1337479519.02,126097538.87,8%,289022091,743499648.6,447490332.86,658531713.23,-759920466.8,-215474646.89
sz.000630,铜陵有色,1996-11-20,C32有色金属冶炼和压延加工业,https://www.tlys.cn,13409471510,87295664128,6.51,46.5,2.116385,5.88%,0.14,3.076,6891370118.92,7287419570.73,7%,3811317329.56,3688883570.49,729316194.38,1534927608.81,-4455895011.25,-1739030142.23
sz.000631,顺发恒能,1996-11-22,K70房地产业,https://www.sfhy.cn,2300000085,9130999808,3.97,99.25,1.1108003,1.46%,0.04,3.574,5089175051.89,,33%,91479504.44,83700264.83,,106622843.56,-233427624.4,92922237.96
sz.000632,三木集团,1996-11-21,F51批发业,https://www.san-mu.com,465519570,2295011584,4.93,,2.607086,-37.15%,-1.24,1.891,829052418.17,2680112854.45,3%,-514486927.12,252697021.77,,-392771996.89,234986356.35,-244111530.35
sz.000633,合金投资,1996-11-12,C32有色金属冶炼和压延加工业,https://www.hejintouzi.cn,385106373,2757361664,7.16,179,14.039216,10.35%,0.04,0.51,34421384.45,5005423.61,11%,15187900.93,15658609.26,,26153811.4,5899609.53,-5566657.49
sz.000635,英力特,1996-11-20,C26化学原料和化学制品制造业,https://ylthg.chnenergy.com.cn,394133623,3590557184,9.11,,2.3263533,-34.03%,-1.58,3.916,19454506.02,552596019.72,-14%,-502560250.5,130668842.81,4982229.29,-493817276.56,-37365681.38,525590847.27
sz.000636,风华高科,1996-11-29,C39计算机、通信和其他电子设备制造业,https://www.fhcomp.com,1157013211,24713803776,21.36,82.153854,1.9614325,2.39%,0.26,10.89,4349402706.75,,19%,330947413.75,596699604.67,240401749.26,452780853.17,-271127176.37,-110163148.69
sz.000637,茂化实华,1996-11-14,C26化学原料和化学制品制造业,https://www.mhshgf.cn,519875356,2557786880,4.92,,4.611059,-11.91%,-0.12,1.067,202104629.14,691851107.3,4%,-89266150.52,264321217.18,16260952.2,9077909.18,82256670.25,-28903026.96
sz.000638,*ST万方,1996-11-26,A05农、林、牧、渔专业及辅助性活动,https://www.vanfund.cn,311386551,485763008,1.56,,3.4821427,-11.12%,-0.04,0.448,51432455.82,41078959.64,6%,5308571.01,22482894.55,4181961.72,18266069.82,249704.05,3874527.23
sz.000639,西王食品,1996-11-26,C13农副食品加工业,https://www.xwsp.cc,1079428095,3389404416,3.14,,1.1672863,-17.78%,-0.47,2.69,1812282230.25,1012567600,24%,-589550269.52,934086497.56,37612579.53,232789502.58,97830336.46,-165423114.63
sz.000650,仁和药业,1996-12-10,C27医药制造业,https://www.renheyaoye.com,1399938234,8273634304,5.91,18.46875,1.3034848,7.50%,0.32,4.534,2328656330.79,,38%,566585713.01,729509532.06,43848791.76,557258083.44,-462438505.1,-383783788.72
sz.000651,格力电器,1996-11-18,C38电气机械和器材制造业,https://www.gree.com.cn,5601405741,217558614016,38.84,6.8021016,1.4893781,23.54%,5.71,26.078,113900461797.94,39009527273.22,30%,32371069287.35,21788886142.1,6904084981.92,29369250570.66,-15557909615.57,-23703212908.16
sz.000652,泰达股份,1996-11-28,F51批发业,https://www.tedastock.com,1475573852,6035097600,4.09,136.33334,1.0511436,-3.48%,0.03,3.891,3349684741.75,9485898148.03,3%,-203574712.43,268577999.4,36818215.73,-143891608.72,-1109145339.22,985104308.74
sz.000655,金岭矿业,1996-11-28,B08黑色金属矿采选业,https://www.sdjlky.com,595340230,5887915008,9.89,21.5,1.677693,8.08%,0.46,5.895,2134668038.27,,17%,209407032.68,207060232.85,29665951.27,62775662.35,30791251.05,-118857778.2
sz.000656,*ST金科,1996-11-28,K70房地产业,https://www.jinke.com,10634081632,14568691712,1.37,,-0.39333907,,-6.56,-3.483,2769466147.5,5299359435.62,12%,-34824293763.71,2588586878.84,,-674003677.13,-641924599.03,-1401286236.48
sz.000657,中钨高新,1996-12-05,C33金属制品业,https://www.minmetalstungsten.com,2278604400,122566123520,53.79,109.77551,12.416899,13.83%,0.49,4.332,1517485866.67,1492046571.9,22%,1033118510.42,1937141441.61,694036471.22,902199037.56,-849506002.86,254028335.81
sz.000659,珠海中富,1996-12-03,C29橡胶和塑料制品业,https://www.zhongfu.com.cn,1285702520,4975668736,3.87,,29.318182,-97.38%,-0.11,0.132,46841574.78,170286052.89,16%,-122873267.67,130501732.19,3151323.91,104883678.25,-63787922.44,-15720459.41
sz.000661,长春高新,1996-12-18,C27医药制造业,https://ccht.jl.cn,407937529,37179424768,91.14,38.13389,1.5822366,3.25%,2.39,57.602,6097332986,242398918.01,86%,2707513470.35,7852003711.3,2166632949.32,3104279406.34,-2400856056.39,-2212943415.14
sz.000663,永安林业,1996-12-06,A02林业,https://www.yonglin.com,336683929,2434224896,7.23,,2.430252,-6.18%,-0.19,2.975,278378066.24,19817847.5,10%,-84818711.26,46959776.71,2416841.02,117118030.26,-818474.61,-113850974.32
sz.000665,湖北广电,1996-12-10,I63电信、广播电视和卫星传输服务,https://www.hrtn.net,1137149495,5810833920,5.11,,1.4475921,-18.77%,-0.73,3.53,290411351.19,1478674171.26,-6%,-796024550.05,504184434.28,61172117.45,21474816.9,-40645259.77,-7395812.65
sz.000668,*ST荣控,1996-12-10,K70房地产业,https://www.rongfengholding.cn,146841890,1963276032,13.37,,2.779626,-40.32%,-2.46,4.81,53796307.32,3006468,-15%,-367999367.54,19020518.16,,14509971.74,25321876.87,-33948203.37
sz.000669,ST金鸿,1996-12-10,D45燃气生产和供应业,https://jhkgq.com,680408797,3470084608,5.1,,-318.74997,-104.13%,-0.24,-0.016,82951296.65,556755887.64,15%,-210164666.32,91442189.64,3121497.47,246389012.94,-36393278.58,-174716046.58
sz.000670,盈方微,1996-12-17,F51批发业,https://www.infotm.com,844725255,6715565568,7.95,,233.82352,-12.94%,-0.08,0.034,30625751.38,341226017.89,5%,-26051467.26,133268180.38,6324343.03,209921634.67,-1236829.46,-190658899.28
sz.000672,上峰水泥,1996-12-18,C30非金属矿物制品业,https://www.sfsn.cn,969395450,13193472000,13.61,17.448719,1.5866169,8.01%,0.78,8.578,2671756512.29,1566330689,26%,591954929.25,736813463.13,125885018.79,1039204911.95,-1474738875.84,-450711163.88
sz.000676,智度股份,1996-12-24,L72商务服务业,https://www.genimous.com,1259789215,10279879680,8.16,58.285713,2.393664,5.23%,0.14,3.409,1092704020.4,244794972.21,19%,287258200.9,388206071.59,128291339.78,17748143.31,217050371.4,101301677.55
sz.000677,恒天海龙,1996-12-26,C17纺织业,https://www.hthelon.cn,863977948,4501324800,5.21,521,8.860544,9.27%,0.01,0.588,462561601.35,70811378.27,21%,106301404.4,82997988.96,2437168.43,175705018.16,-42258008.76,-115330194.09
sz.000678,襄阳轴承,1997-01-06,C36汽车制造业,https://www.zxy.com.cn,459611797,5634841088,12.26,,7.0662823,-7.56%,-0.1,1.735,182361016.29,378388307.16,11%,-51796501.09,183259775.95,60434412.59,91928425.92,8259832.03,-107555242.71
sz.000679,大连友谊,1997-01-24,F52零售业,https://www.sz000679.com,356400000,2498364160,7.01,,12.722323,-66.39%,-0.26,0.551,117416321.97,40064777.78,15%,-97475641.76,78353473.76,,-96880348.37,522898.42,92951034.69
sz.000680,山推股份,1997-01-22,C35专用设备制造业,https://www.shantui.com,1500142612,17161630720,11.44,14.123456,2.9303277,19.53%,0.81,3.904,4572610420.38,804320550.45,20%,1104517101.72,1483998074.92,541862968.15,515125524.49,124421334.56,-1117636137.57
sz.000681,视觉中国,1997-01-21,I64互联网和相关服务,https://www.vcg.com,700577436,15412703232,22,137.5,4.244646,3.38%,0.16,5.183,533519752.08,99326494.69,47%,130197029.72,265380995.78,72698180.41,150313772.36,16131570.14,14308831.26
sz.000682,东方电子,1997-01-21,I65软件和信息技术服务业,https://www.dongfangelec.com,1340727007,18367961088,13.7,24.035088,3.33902,14.25%,0.57,4.103,4120516405.45,262015000,34%,742847021.92,1753684864.3,627597080.52,1040083355.67,-98575099.26,-214028110.71
sz.000683,博源化工,1997-01-31,C26化学原料和化学制品制造业,https://www.yuanxing.com,3716831560,33265641472,8.95,30.86207,2.2658226,8.87%,0.29,3.95,3799783632.45,1600655193.99,41%,2873656833.7,1711670840.69,123945457.01,4506685172.59,-1319375741.88,-2896754928.38
sz.000685,中山公用,1997-01-23,D46水的生产和供应业,https://www.zpug.net,1475111351,16934277120,11.48,12.08421,0.93729585,7.72%,0.95,12.248,1714545305.57,1652926596.77,19%,1211146078.45,563689772.18,160992760.86,-248671370.9,-806725322.46,510349003.69
sz.000686,东北证券,1997-02-27,J67资本市场服务,https://www.nesc.cn,2340452915,20034277376,8.56,13.587302,1.0049309,7.60%,0.63,8.518,49994087859.36,,,927947899.18,5278474904.28,,10936355575.98,219999066.45,-4244047717.66
sz.000688,国城矿业,1997-01-20,B09有色金属矿采选业,https://www.gcky0688.com,1185067706,42212110336,35.62,142.48,11.340337,7.91%,0.25,3.141,174256496.72,225136361.09,28%,-116753320.42,365098795.52,,225970614.84,-232310691,-56562159.26
sz.000690,宝新能源,1997-01-28,D44电力、热力生产和供应业,https://www.baolihua.com.cn,2175887862,10509538304,4.83,11.232558,0.8372335,7.59%,0.43,5.769,4402983205.88,1133192669.74,15%,705541276.56,260575551.54,,1679376863.19,-1587227403.53,-515836770.22
sz.000691,*ST亚太,1997-02-28,C26化学原料和化学制品制造业,https://www.sz000691.com,484905000,3961673728,8.17,,-25.691826,-141.47%,-0.38,-0.318,42039128.36,97136338.89,9%,-114386279.68,64782016.25,13781070.42,-982703.47,-16068323.63,18074141.48
sz.000692,惠天热电,1997-02-27,D44电力、热力生产和供应业,https://www.htrd.cn,532832976,2253883648,4.23,,-17.47934,,-0.36,-0.242,559262256.65,2123118717.75,-11%,-326940944.68,-100674460.82,,-113531774.38,-420383366.45,604067044.89
sz.000695,滨海能源,1997-02-18,C23印刷和记录媒介复制业,https://www.binhaienergy.com,231752139,3513362432,15.16,,31.129364,-32.69%,-0.36,0.487,7161603.29,,6%,-30269535.08,37012821.88,4365318.7,669188.02,-285531591.73,230256224.15
sz.000697,ST炼石,1997-03-25,C37铁路、船舶、航空航天和其他运输设备制造业,https://lat000697.com,1396088300,14658927616,10.5,,-276.3158,-252.34%,-0.26,-0.038,113433148.53,1383433553.34,11%,-262942711.47,282203920.75,20775116.64,-96958147.4,-170296558.05,-57058217.38
sz.000698,ST沈化,1997-02-20,C26化学原料和化学制品制造业,https://www.syhg.chemchina.com,819514395,3376399104,4.12,31.692308,2.2850804,7.57%,0.13,1.803,847751407.06,1312423147.78,8%,-167293408.8,407367490.14,126446431.86,-26440469.1,-55262176.28,-285943566.53
sz.000700,模塑科技,1997-02-28,C36汽车制造业,https://www.000700.com,918015389,11117165568,12.11,24.22,2.7591705,11.86%,0.5,4.389,1790517315.45,2076960323.07,18%,623496714.75,969873727.3,224897550.07,1206053623.53,114618601.78,-766525571.33
sz.000701,厦门信达,1997-02-26,F51批发业,https://www.xindeco.com.cn,668313106,4049977344,6.06,,-7.994723,-18.75%,-1.13,-0.758,2127864491.76,1974732717.8,2%,-818508588.41,951672021.97,45679458.1,788177079.58,-603971319.4,-411356821.82
sz.000702,正虹科技,1997-03-18,C13农副食品加工业,https://www.chinazhjt.com.cn,346624948,2457571072,7.09,,6.9783463,-8.07%,-0.15,1.016,267458631.14,272079514.92,5%,-31544320.44,81966265.77,7030082.71,10795612.05,20622288.35,-10096545.62
sz.000703,恒逸石化,1997-03-28,C28化学纤维制造业,https://www.hengyishihua.com,3602621721,44456353792,12.34,176.28572,1.6650925,-0.50%,0.07,7.411,13093174547.46,38031193372.03,4%,-65753190.72,1996361316.27,723365790.03,5997011555.76,-3088119046.06,-1443088521.49
sz.000705,浙江震元,1997-04-10,F51批发业,https://www.zjzy.com,334123286,3050545664,9.13,65.21429,1.5120901,2.37%,0.14,6.038,549426935.55,249193127.55,19%,36207559.51,652985235.98,55633361.8,76095427.47,-320481336.74,321572859.54
sz.000707,双环科技,1997-04-15,C26化学原料和化学制品制造业,https://www.hbshkj.cn,584717193,3905910784,6.68,,1.3716632,-2.05%,-0.18,4.87,1111057812.7,87074263.89,17%,280670571.75,233128592.41,111646179.81,474270759.15,-538929590.13,371873427.57
