code,code_name,ipoDate,industry,website,total_share,market_cap,price,pe,pb,roe,eps,bps,cash,short_term_borrowing,gross_profit_margin,net_profit,operating_expense,research_and_development,operating_cash_flow,investment_cash_flow,financing_cash_flow
sz.300635,中达安,2017-03-31,M74专业技术服务业,https://www.sino-daan.com,140014000,1887388672,13.48,,5.0055695,-11.60%,-0.37,2.693,182707598.32,126736733.42,17%,-48255855.83,155686318.29,52969197.95,-71770266.48,-4811441.41,117983055.21
sz.300636,同和药业,2017-03-31,C27医药制造业,https://www.jxsynergy.com,419951495,3418405376,8.14,37,1.4389253,4.03%,0.22,5.657,176384468.01,300799776.66,33%,106584102.17,127669827.44,59447007.04,285189694.39,-505652933.22,-110973754.17
sz.300637,扬帆新材,2017-04-12,C26化学原料和化学制品制造业,https://www.zjyfxc.com,234750130,2878036736,12.26,245.2,3.92697,1.66%,0.05,3.122,143293538.56,291770266.79,14%,-46042709.56,110938463.46,40418067.68,32331642.81,11881631.06,-21589618.43
sz.300638,广和通,2017-04-13,C39计算机、通信和其他电子设备制造业,https://www.fibocom.com,764185644,24567943168,27.32,63.53488,5.6964135,9.31%,0.43,4.796,1119659068,671617344.27,19%,676838450.22,991080611.79,686892797.08,439885620.76,-479268249.98,-244190402.77
sz.300639,凯普生物,2017-04-12,C27医药制造业,https://www.hybribio.cn,646500674,4286299648,6.63,,1.0833334,-17.78%,-0.81,6.12,712357379.26,21627740.3,48%,-950350169.79,572743283.14,85637867.59,78778451.51,-110349736.68,-75268550.05
sz.300640,德艺文创,2017-04-17,C24文教、工美、体育和娱乐用品制造业,https://www.profit-cc.com,310993427,2338670592,7.52,188,2.8779182,1.47%,0.04,2.613,56269334.08,30020915.07,16%,9096896.73,124865223.19,25620890.98,-21074767.69,-90474541.95,7278287.78
sz.300641,正丹股份,2017-04-18,C26化学原料和化学制品制造业,https://www.zhengdanchem.com,525544810,11388556288,21.67,11.056122,3.603259,35.82%,1.96,6.014,1352387139.84,130211261.11,41%,1189883845.16,70652411.86,20587972.97,891552129.93,164502283.8,-264277012.72
sz.300642,透景生命,2017-04-21,C27医药制造业,https://www.tellgen.com,162544041,2834768384,17.44,174.40001,1.8952403,0.75%,0.1,9.202,308738859.31,5993515.26,66%,28376746.48,224894943.93,65722373.17,164624406.1,-286854966.37,39034125.17
sz.300643,万通智控,2017-05-05,C36汽车制造业,https://www.hamaton.com,231253546,4911825408,21.24,29.499998,3.8688526,13.94%,0.72,5.49,254026151.62,32914.96,35%,125403409.97,228830682.06,46569659.19,172228279.79,-82955741.66,-86972828.18
sz.300644,南京聚隆,2018-02-06,C29橡胶和塑料制品业,https://www.njjulong.cn,110644111,3441031936,31.1,26.355934,3.2517774,13.09%,1.18,9.564,142666130.78,265039000.93,15%,87096147.28,216006098.36,95635616.74,123379072.05,-14831446.13,-83673296.14
sz.300645,正元智慧,2017-04-21,I65软件和信息技术服务业,https://www.hzsun.com,142106470,2661654016,18.73,267.5714,2.3823454,2.47%,0.07,7.862,427092915.74,579281256.08,43%,34811932.81,415197437.34,154982175.64,192895017.46,-340084043.68,25454004
sz.300647,超频三,2017-05-03,C39计算机、通信和其他电子设备制造业,https://www.cps-groups.cn,457321024,3105209856,6.79,,5.4233227,-42.40%,-0.81,1.252,185503584.23,585683888.96,15%,-396840470.26,173588917.36,66974151.99,-1841089.81,-109074085.03,-26403856.28
sz.300648,星云股份,2017-04-25,C35专用设备制造业,https://www.e-nebula.com,174281400,9798100992,56.22,,7.1947784,-6.48%,-0.45,7.814,133060368.78,638673351.5,33%,-83676471.01,334669415.29,157559029.64,139816676.77,-34296605.91,-176339859.26
sz.300649,杭州园林,2017-05-05,M74专业技术服务业,https://www.hzyly.com,132416609,2002139136,15.12,,4.0052977,-2.74%,-0.1,3.775,195406810.69,,8%,-38537601.35,59781410.77,15040964.46,71768544.79,-2037453.7,-8779282.29
sz.300650,太龙股份,2017-05-03,F51批发业,https://www.tecnon.net,218296126,3754693632,17.2,68.8,2.9512699,4.51%,0.25,5.828,497304079.76,126420664.64,9%,51495980.37,144132777.91,33653925.2,385652465.67,-8943176.39,-130262593.46
sz.300651,金陵体育,2017-05-09,C24文教、工美、体育和娱乐用品制造业,https://www.jlsports.com,141209688,4078135808,28.88,93.161285,3.7682672,3.79%,0.31,7.664,210092492.74,,30%,22917028.35,88650075.49,16163872.23,43971574.21,-49253001.1,-24290270.31
sz.300652,雷迪克,2017-05-16,C36汽车制造业,https://www.radical.cn,133390572,6126629376,45.93,45.02941,4.0495505,11.22%,1.02,11.342,282634682.48,10010008.25,32%,120167987.22,105323476.66,33649441.73,52303701.68,-76189378.89,-77635982.83
sz.300653,正海生物,2017-05-16,C35专用设备制造业,https://www.zhbio.com,180000000,3644999936,20.25,47.09302,4.1133456,8.70%,0.43,4.923,116837501.64,,88%,134639109,184030087.15,39521831.02,151383955.72,95662520.05,-193933815.68
sz.300654,世纪天鸿,2017-09-26,R86新闻和出版业,https://www.sjthedu.com,366124852,4071308544,11.12,101.09091,4.768439,4.36%,0.11,2.332,221797077.5,,38%,44506406.92,140317579.86,5741663.22,-8170861.7,-154328975.2,-16250335.6
sz.300655,晶瑞电材,2017-05-23,C26化学原料和化学制品制造业,https://www.jingrui.com.cn,1072974990,17081761792,15.92,,6.4375253,-0.23%,-0.06,2.473,818722101.19,100467890.02,19%,-191395454.11,236110335.04,99237479.37,260779994.41,-1152652459.01,161100632.61
sz.300656,民德电子,2017-05-19,C39计算机、通信和其他电子设备制造业,https://www.mindeo.cn,171125072,4009460480,23.43,,4.0641804,-15.84%,-0.67,5.765,62239335.99,141097840,34%,-115223432.64,68818187.35,27684713.09,111311531.45,-158099989.09,-29230749.34
sz.300657,弘信电子,2017-05-23,C39计算机、通信和其他电子设备制造业,https://www.hon-flex.com,482125646,15360523264,31.86,159.3,12.049924,7.59%,0.2,2.644,334838338.58,767316073.62,10%,110995540.06,290194693.34,123424755.78,202595096.82,-1188401632.8,664545247.8
sz.300658,延江股份,2017-06-02,C17纺织业,https://www.yanjan.com,332764105,8402293248,25.25,229.54546,6.1690693,2.73%,0.11,4.093,184511722.24,424014554.28,18%,30169459.31,169526116.42,40694773.88,129516188.73,-142290769.24,-35101670.22
sz.300659,中孚信息,2017-05-26,I65软件和信息技术服务业,https://www.zhongfu.net,260392378,3898074112,14.97,,3.2451768,-6.96%,-0.32,4.613,603063869.72,278102491.24,65%,-125145591.03,619138462.8,221246561.21,-62710336.46,-143465115.43,433545316.8
sz.300660,江苏雷利,2017-06-02,C38电气机械和器材制造业,https://www.czleili.com,447136548,20335769600,45.48,64.05634,5.8630915,8.62%,0.71,7.757,1230513654.6,808623930.37,28%,325735371.82,579375423.13,168021695.33,300636020.23,-555356597.75,40417371.24
sz.300661,圣邦股份,2017-06-06,C39计算机、通信和其他电子设备制造业,https://www.sg-micro.com,618046305,48121090048,77.86,86.511116,9.809752,11.85%,0.9,7.937,814948937.42,36578797.5,51%,491161232.46,1185450244.41,870746770.34,549337594.89,-1263506287.25,214004437.73
sz.300662,科锐国际,2017-06-08,L72商务服务业,https://www.careerintlinc.com,196806359,4983137280,25.32,17.342464,2.2945175,14.05%,1.46,11.035,576183550.77,93231837.02,6%,204728956.43,514702244.88,41280794.03,118299677.73,-66633854.09,-275734220.92
sz.300663,科蓝软件,2017-06-08,I65软件和信息技术服务业,https://www.csii.com.cn,478451301,7401641472,15.47,,9.121463,-56.58%,-1.16,1.696,221284767.5,223576364.57,9%,-540852724.71,361282586.69,146684886.72,50528339.12,-136712594.93,-289360804.69
sz.300664,鹏鹞环保,2018-01-05,N77生态保护和环境治理业,https://www.penyao.com.cn,756256332,4673664000,6.18,20.599998,1.0226707,4.75%,0.3,6.043,215533573.17,570900076.37,32%,141133157.02,234516457.84,28065891.14,129613464.38,-53939986.4,-218128814.16
sz.300665,飞鹿股份,2017-06-13,C26化学原料和化学制品制造业,https://www.zzfeilu.com,218945730,1766891904,8.07,,3.198573,-26.04%,-0.73,2.523,105256769.22,324440212.56,12%,-139031000.47,123053921.04,29671283.39,14513527.04,-42185812.88,3702537.42
sz.300666,江丰电子,2017-06-15,C39计算机、通信和其他电子设备制造业,https://www.kfmic.com,265320683,37264289792,140.45,72.396904,7.629006,10.47%,1.94,18.41,1155079340.99,398225464.08,28%,273677989.27,558131939.24,217289761.68,-96329842.68,-1349916217.85,1607220519.02
sz.300667,必创科技,2017-06-19,C40仪器仪表制造业,https://www.beetech.cn,204636039,3538157056,17.29,,3.1226296,-12.34%,-0.74,5.537,386169653.56,,33%,-141952989.99,236764950.77,86639381.66,74819682.49,-56780922.69,-29143712.14
sz.300668,杰恩设计,2017-06-19,L72商务服务业,https://www.jaid.cn,120381273,3553655296,29.52,,4.5331697,-0.66%,-0.04,6.512,186994923.92,32239930.3,25%,-10498069.46,100154843.2,21223397.64,-35940963.52,42745602.93,-12210037.08
sz.300669,沪宁股份,2017-06-29,C34通用设备制造业,https://www.hzhuning.com,192705526,6357355520,32.99,366.55557,7.284169,1.87%,0.09,4.529,54024544.85,45350000,24%,27707609.07,53890520.94,18948011.39,66877877.44,-333394906.98,-59979055.49
sz.300670,大烨智能,2017-07-03,C38电气机械和器材制造业,https://www.daybright.cn,316920479,2250135296,7.1,,3.946637,-10.66%,-0.2,1.799,152884045,360317602.83,5%,9316038.09,106378822.03,27911621.97,20695089.67,111796976.46,-67152689.52
sz.300671,富满微,2017-07-05,I65软件和信息技术服务业,https://www.superchip.cn,221386460,9249525760,41.78,,5.7723126,-14.21%,-1.08,7.238,165238494.43,536348939.64,10%,-241509185.41,237687186.73,149810587.4,-49198383.49,41450231.29,-123197654
sz.300672,国科微,2017-07-12,C39计算机、通信和其他电子设备制造业,https://www.goke.com,217102452,38781009920,178.63,1116.4375,9.478404,0.91%,0.16,18.846,1153980062.23,1954435433.34,26%,96142749.62,447430472.65,521944691.09,-47698070.65,-744715730.39,742827137.98
sz.300673,佩蒂股份,2017-07-11,C13农副食品加工业,https://www.peidibrand.com,248830740,4093265920,16.45,32.254906,2.0271103,7.28%,0.51,8.115,674823930.02,10687848.37,29%,185887092.86,267737890.96,29761577.08,366048865.31,-368022832.67,-145961404.91
sz.300674,宇信科技,2018-11-07,I65软件和信息技术服务业,https://www.yusys.com.cn,704057060,15362525184,21.82,38.964287,3.4029942,9.38%,0.56,6.412,2709800796.57,11000000,29%,384317197,825382378.63,429993078.32,940784034.45,-33113958.57,-260377231.31
sz.300675,建科院,2017-07-19,M74专业技术服务业,https://www.szibr.com,146666700,2352534016,16.04,,4.4078045,-5.98%,-0.22,3.639,206923519.96,328254809.77,37%,2924729.5,107289059.34,37491732.23,1113303.24,-44323305.76,75276673.55
sz.300676,华大基因,2017-07-14,M74专业技术服务业,https://www.bgi.com,418317075,18539812864,44.32,,1.999188,-8.42%,-1.94,22.169,3934561457.23,24911943.67,41%,-912101083.16,2012923733.44,606174523.75,95722825.51,-314415805.63,-683152351.95
sz.300677,英科医疗,2017-07-21,C29橡胶和塑料制品业,https://www.intcomedical.com.cn,654753263,38420922368,58.68,22.06015,2.0807035,9.85%,2.66,28.202,12014011946.78,12666208536.46,24%,1491689053.6,1212106897.7,398344414.56,1079057818.26,-3867901059.69,1424792887.53
sz.300678,中科信息,2017-07-28,I65软件和信息技术服务业,https://www.casit.com.cn,296386293,9327277056,31.47,1049,11.022767,0.75%,0.03,2.855,476092459.93,12510313.96,21%,7202833.5,109775638.79,40103811.53,48642399.04,-71843584.78,-1093681.87
sz.300679,电连技术,2017-07-31,C39计算机、通信和其他电子设备制造业,https://www.ectsz.com,424820000,15956239360,37.56,29.574804,3.1313047,10.93%,1.27,11.995,936758876.24,286869.71,34%,633205689.72,895454810.9,397534356.45,511044075.67,-475468246.32,-396076156.18
sz.300680,隆盛科技,2017-07-25,C36汽车制造业,https://www.china-lsh.com,227716078,9491206144,41.68,33.886177,4.747153,14.50%,1.23,8.78,342142582.75,693278197.05,18%,229540824.52,164994551.52,92858477,387756049.59,-448110645.62,4852188.36
sz.300681,英搏尔,2017-07-25,C36汽车制造业,https://www.enpower.com,306055340,6926031872,22.63,38.355934,2.5253875,7.91%,0.59,8.961,903518918.33,80986855.95,15%,71002115.8,264672025.87,191460457.14,299916950.88,-597268501.53,572754784.21
sz.300682,朗新科技,2017-08-01,I65软件和信息技术服务业,https://www.longshine.com,1078235821,19332767744,17.93,,2.890071,-7.41%,-0.28,6.204,1927299576.86,362364296.92,41%,-484827942.65,1870644152.83,531137387.46,553786774.78,-712726559.45,233132110
sz.300683,海特生物,2017-08-08,C27医药制造业,https://www.hiteck.com.cn,130894391,4625807872,35.34,,2.0710268,-8.19%,-1.44,17.064,419151366.14,7218533.77,43%,-73769864.46,345994373.67,121745047.2,22685841.71,-100345284.93,-13428548.24
sz.300684,中石科技,2017-12-27,C39计算机、通信和其他电子设备制造业,https://www.jones-corp.com,299509223,16353203200,54.6,50.555553,7.7811027,15.91%,1.08,7.017,338384428.98,14440345.52,31%,200549430.95,262359258.99,84353588.1,239868877.52,-82461583.81,-128524436.02
sz.300685,艾德生物,2017-08-02,C27医药制造业,https://www.amoydx.com,391536144,8496334336,21.7,29.324326,4.2953286,18.82%,0.74,5.052,828873935.82,,85%,254863444.95,634218519.81,216114223.25,341845598.08,-73299347.27,-159640360.02
sz.300686,智动力,2017-08-04,C39计算机、通信和其他电子设备制造业,https://www.szcdl.com,260624220,3932819456,15.09,,4.1939964,-13.59%,-0.54,3.598,483714690.65,200144375,8%,-153868163.09,226907822.19,80338974.33,143791180.79,229262275.27,-175837664.93
sz.300687,赛意信息,2017-08-03,I65软件和信息技术服务业,https://www.chinasie.com,408411610,8221325312,20.13,111.83332,2.9408326,2.46%,0.18,6.845,519519209.77,215038333.34,30%,143108969.22,524930724.04,262773844.42,888146,-307782210,47611585.54
sz.300688,创业黑马,2017-08-10,L72商务服务业,https://www.iheima.com,167379464,5126832640,30.63,,12.76782,-25.00%,-0.54,2.399,340921984.96,,43%,-114397683.89,173006161.99,18877368.44,-29409405.67,-12382666.72,-23820809.19
sz.300689,澄天伟业,2017-08-09,C39计算机、通信和其他电子设备制造业,https://www.ctwygroup.com,115600000,5726823936,49.54,235.90477,8.219678,3.45%,0.21,6.027,99016504.16,,17%,11831840.95,59339369.12,14618472.26,31268562.35,-46450261.57,-31873159.25
sz.300690,双一科技,2017-08-08,C30非金属矿物制品业,https://www.shuangyitec.com,165348919,6384122368,38.61,38.61,4.036592,10.94%,1,9.565,286876719.25,20000000,24%,85745239.68,114996032.03,34795330.23,115104670.76,-79905353.43,-38419364.52
sz.300691,联合光电,2017-08-11,C39计算机、通信和其他电子设备制造业,https://www.union-optech.com,269048766,4665305600,17.34,,2.8962753,-1.75%,-0.12,5.987,207132413.7,249196540.9,24%,32908721.75,377125277.85,213573568.46,15672199.7,-181765646.31,180926815.99
sz.300692,中赋科技,2017-08-21,N77生态保护和环境治理业,https://www.ahzhhb.cn,468620827,3772397824,8.05,50.312504,1.4434284,2.99%,0.16,5.577,236211335.75,275506731.93,38%,61278939.71,85132127.81,22110866.29,180084671,-198722489.76,15389520.12
sz.300693,盛弘股份,2017-08-22,C38电气机械和器材制造业,https://www.sinexcel.com,312795823,14538748928,46.48,33.2,7.3754363,25.02%,1.4,6.302,524614310.84,112628333.32,39%,424365518.91,698164338.3,256745333.26,363657398.06,-301833199.21,-60667565.9
sz.300694,蠡湖股份,2018-10-15,C36汽车制造业,https://www.chinalihu.com,217070376,2802378752,12.91,92.21429,2.006528,2.22%,0.14,6.434,248591956.64,205809166.68,15%,54259323.4,147148522.31,63599606.31,242839253.7,-114820466.86,-129856831.25
sz.300695,兆丰股份,2017-09-08,C36汽车制造业,https://www.hzfb.com,102256924,7474981376,73.1,21.066282,2.5902696,12.79%,3.47,28.221,892539630.14,5000,31%,132044571.18,91631943.73,45967121.58,234199248.05,-918432614.02,-84519510.83
sz.300696,爱乐达,2017-08-22,C37铁路、船舶、航空航天和其他运输设备制造业,https://www.cdald.com,293152983,8659739648,29.54,227.23079,4.5755887,1.92%,0.13,6.456,389564164.84,,-4%,-26865055.64,61853984.9,34669706.62,43784569.87,-283087530.17,-42928767.2
sz.300697,电工合金,2017-09-07,C32有色金属冶炼和压延加工业,https://www.dghj.cc,432640000,6896281600,15.94,41.94737,5.622575,14.32%,0.38,2.835,241082725.18,557575327.48,11%,131638845.65,108731319.05,42032298.63,-25923076.18,-32688482.94,70428585.93
sz.300698,万马科技,2017-08-31,C39计算机、通信和其他电子设备制造业,https://www.wanma-tech.cn,134000000,4858839552,36.26,113.3125,9.437793,8.51%,0.32,3.842,63014822.39,64528494.68,37%,41307526.85,149708883.41,47736677.05,-8274165.39,-70024115.81,-10071408.16
sz.300699,光威复材,2017-09-01,C28化学纤维制造业,https://www.gwcfc.com,831352000,31474987008,37.86,58.24616,5.6549664,10.95%,0.65,6.695,1384247258.62,48781421.1,46%,686139077.14,268940479.16,172708349.74,862930582.05,-861107218.27,291806229.34
sz.300700,岱勒新材,2017-09-12,C30非金属矿物制品业,https://www.diamsaw.com,397028823,5510760448,13.88,,6.224215,-25.83%,-0.65,2.23,323290578.41,210183944.44,-6%,-247318376.54,76757906.53,27715680.24,192340942.42,-28731955.37,-128666433.67
sz.300701,森霸传感,2017-09-15,C39计算机、通信和其他电子设备制造业,https://www.nysenba.com,282735119,3429576960,12.13,52.73913,3.5230904,7.22%,0.23,3.443,129177247.52,608663.84,39%,49035260.5,88073308.9,29045230.86,94677220.87,-259989744.11,-30886880.31
sz.300702,天宇股份,2017-09-19,C27医药制造业,https://www.tianyupharm.com,347977159,7812087296,22.45,40.818184,2.1522386,5.29%,0.55,10.431,592871901.73,1607829880.03,35%,55935067.07,742990600.09,238898080.95,344638322.91,-217298909.68,22853497.19
sz.300703,创源股份,2017-09-19,C24文教、工美、体育和娱乐用品制造业,https://www.cre8direct.net,180391840,3687209216,20.44,28.788734,3.9520497,16.34%,0.71,5.172,560783310.85,124358098.57,31%,130354204.65,477897279.44,75228048.41,148031445.66,-117162021.82,66849409.49
sz.300705,九典制药,2017-10-10,C27医药制造业,https://www.hnjiudian.com,500291126,7359282688,14.71,16.164835,2.742868,18.47%,0.91,5.363,443307337.44,0,73%,512377174.16,1557834140.99,245966883.05,746364584.85,-651602387.9,-76453619.68
sz.300706,阿石创,2017-09-26,C39计算机、通信和其他电子设备制造业,https://www.acetron.com.cn,153301499,5675221504,37.02,,8.081205,-9.04%,-0.43,4.581,341129919.85,729166183.83,6%,-25394365.55,74351090.25,37170105.65,60486769.12,-47619324,68066482.19
sz.300707,威唐工业,2017-10-10,C35专用设备制造业,https://www.vt-ind.com,176540986,2965888512,16.8,129.23077,2.467685,1.98%,0.13,6.808,566851533.84,30024395.16,20%,20001535.9,121765024.49,34484788.86,96554089.58,-150431013.31,-125066942.55
